instance,recent_max,z_score,historical_mean,historical_std
instance-8c381f58-6516-45c1-a96b-0f3c9af55467,9.25,29.82,1.22,0.27
instance-6e467d38-3b8b-453e-9596-ea3793490329,5.68,29.81,3.04,0.09
instance-a7b3817c-f065-418b-8d23-b09bd888cb76,19.08,29.76,4.35,0.49
instance-6a3e9abf-3ee2-4b62-9600-094d8e95202e,2.49,29.71,0.3,0.07
instance-a58ccce2-3ddf-4bde-bb57-87e4d670a615,6.18,29.38,3.39,0.1
instance-15419689-181a-4589-86b8-ec10df0b4eb1,30.43,29.37,8.78,0.74
instance-3fcc9ead-e48e-4d46-bcf2-d6cbaf93f495,17.13,29.3,0.56,0.57
instance-1e25014d-d408-414d-a1bc-39ddd6308345,7.92,29.25,3.66,0.15
instance-24a8fa85-9acb-4992-9dc7-819d8478f41b,19.35,29.22,9.16,0.35
instance-bf646bc7-46b8-4ef6-8d06-8a9ac1448c01,3.81,29.17,1.09,0.09
instance-503374f5-18e0-47e9-8e5a-5f7df5e7aec4,3.53,29.1,1.14,0.08
instance-9659e444-0fe9-4072-8176-ee27fb7142c5,9.23,29.07,3.47,0.2
instance-48e030da-4421-4d78-a30d-5763524427f3,21.37,29.06,4.17,0.59
instance-8a1b9867-5dc9-4534-b4ee-5a69238652dd,8.84,28.87,1.08,0.27
instance-03640199-0e60-446d-8042-0daf5631e6de,10.31,28.86,2.96,0.25
instance-2f606e42-d6b0-429e-9599-66b44834bbaa,15.55,28.85,4.78,0.37
instance-5e48df6b-cf32-4d6e-a48e-a4002cf66fff,9.89,28.82,7.92,0.07
instance-1dad87d1-b60d-4166-b2dc-95b8962d1426,1.0,28.79,0.16,0.03
instance-01b79ad6-5cec-4429-a6a7-ace38e155f23,4.81,28.76,1.91,0.1
instance-fa8ddfce-43b0-4043-b33a-0be2644344f1,9.72,28.76,1.13,0.3
instance-64c35d52-8cdc-41bb-9bf8-0a7c80a095b1,8.01,28.75,0.99,0.24
instance-8c08ae4b-184b-4b69-afa7-92cda8ee1b6e,7.68,28.61,0.98,0.23
instance-728b6184-abe5-4c25-b2a0-951e4f1bc333,4.23,28.59,3.51,0.03
instance-ce470b97-3957-4862-bb63-708eb50540d0,19.19,28.53,8.94,0.36
instance-32123713-14eb-4079-adc7-f6fea5629818,3.53,28.48,1.09,0.09
instance-0d797d2b-3995-479b-afd4-dca9f1f7d0ce,10.3,28.46,2.75,0.27
instance-e21564a3-a416-4c44-afad-9b32591ab4a6,7.71,28.42,4.97,0.1
instance-988a6597-5390-4620-8ef9-8aab2d9ef44c,9.15,28.34,1.1,0.28
instance-303d550c-c893-4edc-a2ff-9082dc94ca9f,22.23,28.33,4.07,0.64
instance-f0c15150-097d-4185-84ee-4e2989ba070d,2.94,28.26,2.03,0.03
instance-6bb5e72a-c628-4c30-bce2-9298695855a6,20.64,28.23,13.63,0.25
instance-25de6feb-4edc-4c6e-b349-cce80ed4f94a,9.62,28.11,1.13,0.3
instance-38e490bf-dbbf-4029-b5d3-5d88e58d80a3,12.5,27.93,2.92,0.34
instance-b006d70d-a84b-42c4-806d-46354dbc9264,3.7,27.77,0.34,0.12
instance-215a87e5-0318-4b7f-972d-dd98a1347d1e,3.91,27.54,1.45,0.09
instance-0feb1c56-c800-4126-b8f4-b56d588f0441,13.21,27.43,8.45,0.17
instance-68512062-a7e2-4327-a023-c0372c6c88d5,17.08,27.43,1.71,0.56
instance-97aaa09f-bb51-4853-8072-910776ff08e1,85.84,27.41,8.77,2.81
instance-813c12fa-6525-45de-a874-486acdfcdbc4,15.43,27.4,2.86,0.46
instance-fbaac679-3ea8-4457-81cf-c03f7ee34e36,2.69,27.4,1.99,0.03
instance-9fcd5c7b-4bc5-417a-98f5-59c029e0f571,8.81,27.39,2.64,0.23
instance-513ada30-e123-4e6c-be62-5b7cd69af06b,5.67,27.31,2.68,0.11
instance-ad447e9a-d696-4a0f-ae0f-eea1ede88614,2.44,26.92,0.27,0.08
instance-6bc3148e-6b66-4e23-a513-8a4d8361d52f,3.87,26.71,1.58,0.09
instance-4611ebce-2f64-4e8d-88ea-be6c4b2912fa,8.76,26.36,1.08,0.29
instance-8f784bed-3cd1-4e7b-b870-16aa0b0c2979,0.47,26.2,0.21,0.01
instance-72103499-ea90-49fe-9ba6-6fae4172b7d7,11.95,26.16,0.49,0.44
instance-12667146-d5e8-40c7-bbed-cdd58e0d8192,11.37,26.15,1.19,0.39
instance-54dab4be-f24b-476b-8fd4-23d9722a300d,54.86,26.15,4.59,1.92
instance-75a50607-6a77-45b4-9832-1988ddba9cde,5.15,26.15,0.6,0.17
instance-75ffb74b-c51a-4980-8ad3-4e9b8cf5e3f5,50.76,26.13,5.74,1.72
instance-34865eaf-4390-4c1a-86fd-ecdc8258f804,23.69,26.08,4.23,0.75
instance-45831d57-51c3-4179-aeb0-7a7be93c5401,17.89,26.08,5.98,0.46
instance-f727d781-5596-4f9c-8a7d-4d4f03552f98,11.3,26.07,2.38,0.34
instance-3ae57d21-22d2-46b4-963d-c02e9307e85c,17.97,26.01,4.89,0.5
instance-dd60ef49-44b9-4edc-a50d-2212bf27b68e,3.03,25.66,2.07,0.04
instance-a0ce03b6-ca58-4499-b897-9d86e5184618,2.78,25.59,0.63,0.08
instance-eed6a3ed-f986-4810-b78b-985e2fa7f832,24.79,25.54,15.8,0.35
instance-8d6fe330-7521-4571-8779-ce4ddc21b4a3,10.07,25.5,1.19,0.35
instance-30589a33-23ae-4ac9-9ae5-11b1be9c808a,4.7,25.32,2.19,0.1
instance-1da71189-285f-402e-95f6-d352e80fa4fc,14.13,25.17,1.33,0.51
instance-d361e172-7ca6-49fa-9a9d-6dbfc60e8ddc,10.58,25.16,1.34,0.37
instance-539d8a63-c4fb-4969-b386-3e2481a651f8,69.49,25.15,4.64,2.58
instance-6ea6710f-91ce-4098-bd79-59a593f9e18d,76.16,25.13,6.28,2.78
instance-e74f58c9-6fa9-4de8-9768-f96803e377d8,9.8,25.04,1.13,0.35
instance-fbac9a2d-8df5-48a3-90dc-2787e5e55bd4,43.04,24.93,9.63,1.34
instance-26d6d62c-4ad8-4b1c-9267-3d7fdb5c246b,10.05,24.73,5.14,0.2
instance-da326a2f-51b1-4284-a20b-a6f780d71e3a,18.12,24.66,9.04,0.37
instance-d96778f7-5722-4fee-80cc-0e97702f7144,9.02,24.56,2.69,0.26
instance-488bda5d-28a0-4042-91dd-63c35767b7c8,15.16,24.41,5.48,0.4
instance-5976d773-3a18-4a87-9ef7-57c8610c509f,33.83,24.39,18.83,0.62
instance-f942cff9-f83e-46c8-976d-e6c00faa8d00,10.33,24.26,6.08,0.18
instance-24699de8-3211-487d-a198-64d96dc3b0cc,8.76,24.2,2.28,0.27
instance-acaf37bf-49fb-47f3-b2f7-c4ab7a883630,15.99,24.09,7.19,0.37
instance-b645c0c1-7495-431d-9798-97d720108d00,19.0,24.0,10.13,0.37
instance-2b0c8efb-0c9f-452a-90aa-add07c78743c,27.7,23.96,8.32,0.81
instance-597bb3e1-8886-4652-937d-53372dd2823c,2.59,23.7,2.33,0.01
instance-13c0af59-34f4-4731-b831-49767e249f1d,19.36,23.66,11.55,0.33
instance-749fdf7d-35fc-4d73-b0c9-843ee9b10cb7,3.32,23.63,1.19,0.09
instance-33219f31-1684-4c61-9c85-1700c16c0afb,13.17,23.56,7.98,0.22
instance-9f8eb7f3-f0be-4a83-bbd8-37b3bb81fd74,6.14,23.51,3.48,0.11
instance-69b21943-4b9d-4d1b-bc84-40242ae2e9ec,8.78,23.48,1.09,0.33
instance-b0ba2a7e-2653-496c-b8a4-3f87b6c7cd06,15.71,23.41,7.61,0.35
instance-91e06565-fcca-4d3c-8389-a154768cba88,18.42,23.34,3.0,0.66
instance-61d3fa0a-8496-4403-a4cf-4d2759e3f398,8.96,23.29,3.54,0.23
instance-7f1ee0b6-7132-4eb4-9aa0-91449cf390fb,73.03,23.29,6.57,2.85
instance-8620c0ea-e2cc-4850-91ca-9a194fd87c62,10.87,23.24,1.97,0.38
instance-b8223ffd-6770-46c4-b9c6-143b6ecef536,3.75,23.16,1.17,0.11
instance-7721fddd-20de-47e2-9945-fb476975d019,9.87,23.09,1.25,0.37
instance-0833c35b-eeb6-498c-a195-5a1c160ee8dd,8.76,22.97,1.1,0.33
instance-f90bc89e-687e-46cb-8536-1f44581bc4ac,7.87,22.9,1.11,0.3
instance-69aaf2cf-dff3-41be-b0d4-2e57442b4d9f,10.77,22.78,5.61,0.23
instance-081b19a8-5148-424f-9649-c9f479d1d1ad,13.78,22.77,2.95,0.48
instance-37b4f9aa-f90e-4e82-b27d-a9e43b86fdb7,14.92,22.75,8.67,0.27
instance-f154238c-def6-48fb-a8f7-38f891f23f66,76.48,22.57,24.53,2.3
instance-93261f8c-b3e4-4689-9522-cb084a5b6f32,24.15,22.55,4.01,0.89
instance-5694a8ee-544e-43f7-9ca1-d2253760d238,3.71,22.38,1.69,0.09
instance-bb7551a7-74d2-4258-aee4-f4a76e30de62,4.24,22.37,2.73,0.07
instance-3f13d0dc-3b2e-46bb-92b2-89e0e1a76b96,18.48,22.3,4.03,0.65
instance-00db23c2-9396-44dc-938c-bbfbc1e233a7,9.01,22.26,1.14,0.35
instance-f62f313c-1677-4f97-9eca-09cb7ab02527,9.11,22.26,1.13,0.36
instance-84b70c77-b4f2-4abe-bf49-e17fd1eb1d9f,13.09,22.2,2.6,0.47
instance-9f3cc344-e2a3-4674-a929-95e06b4cf5c7,3.61,22.1,1.59,0.09
instance-385dd211-b87e-4ee3-9468-6ff3da12db53,13.75,22.03,8.43,0.24
instance-d0d0bdc3-ef07-47ee-addb-50e99bd1752b,11.48,22.03,4.39,0.32
instance-cd7113e9-56cc-418c-805b-63a72b06b605,36.17,22.01,5.07,1.41
instance-bdb93ea3-4a77-4764-836f-6eaf6498ef79,3.35,22.0,1.19,0.1
instance-97ecdce2-eb3a-4b79-b97b-c0f0d4888c00,54.49,21.99,7.72,2.13
instance-143ad384-10fc-486c-928b-9bc6c8b2e6d3,18.59,21.95,7.86,0.49
instance-37a91563-488c-40da-b5f1-a46fe8537274,4.47,21.92,1.31,0.14
instance-cddb9e54-0a0c-49bd-9cea-226ed30d2c11,8.67,21.91,1.13,0.34
instance-c707f0dd-438a-4885-8870-f74c6df00ce7,66.29,21.88,5.82,2.76
instance-ac8ede76-45ff-47e6-89c1-2e1cc3ae1762,9.19,21.86,1.12,0.37
instance-e08d65cf-6533-40c7-88e1-4d9968677f7d,39.06,21.85,7.87,1.43
instance-7ec0f3ec-29b0-4137-9807-a9cd0ed0ebe7,10.1,21.76,4.71,0.25
instance-8784c081-a038-4768-864a-d8e6ad1eb017,17.15,21.72,8.06,0.42
instance-aaed0d80-4164-46f8-87a6-8516e8bb486b,1.89,21.72,1.06,0.04
instance-b3c7474e-b637-40d9-b093-09b66febbfb6,9.99,21.57,1.12,0.41
instance-40dccfe5-6a9f-4499-b12b-1fac00b232d2,20.4,21.51,10.08,0.48
instance-128bb6bd-f6b4-4d14-a5f1-f6f469a85f48,3.13,21.39,1.25,0.09
instance-32e19183-7d32-4a34-8e65-38aeadc544e8,35.23,21.36,15.61,0.92
instance-aedec8f8-0ae9-45d8-a69f-78764ebe5ae1,11.4,21.35,4.13,0.34
instance-8f0e0772-786b-4bd2-9e34-c869550d48fe,3.33,21.29,1.31,0.09
instance-81134403-a95f-4395-8337-c67f25d500c2,10.63,21.26,7.96,0.13
instance-46e3a598-38da-4511-9954-99e079e1e3ba,2.5,21.19,1.15,0.06
instance-489e1180-de15-43c4-bc65-981c98439a9b,16.72,21.17,8.6,0.38
instance-a104018f-6bcc-45b0-90a1-cf2091e8a22e,19.14,21.17,4.16,0.71
instance-acbd4811-88e8-458b-a694-cf981083be5f,16.53,21.14,8.77,0.37
instance-dc7ce500-c79b-46e5-a5d6-f0c93e50ce9a,9.36,21.13,1.45,0.37
instance-f5ab81b2-f1f0-4dce-bdcc-6db8ac13ed2f,20.36,20.96,8.47,0.57
instance-0232a109-3a60-492a-be11-94d5f0dc462d,21.57,20.94,5.6,0.76
instance-bc906830-e158-4d99-a753-c87b68d70f05,16.88,20.94,9.5,0.35
instance-3d3cccdc-175b-437a-ae0d-a4b1853fb67f,19.13,20.91,10.25,0.42
instance-0e66f9fe-aa61-49b2-bca8-c71603586701,3.19,20.9,1.18,0.1
instance-97934eab-a5ca-4a25-bd7d-6badfd3c5db2,85.9,20.87,55.47,1.46
instance-08745cdf-c18a-4339-bee2-5580c7ba12a9,12.89,20.86,8.83,0.19
instance-1ecaf421-1678-4a8a-aaf1-6338fe11daef,13.52,20.75,4.8,0.42
instance-70096626-81f7-4010-bc21-f84788016626,9.86,20.75,5.6,0.21
instance-a6585aee-404f-42b1-84de-38225a8023a5,18.92,20.64,9.54,0.45
instance-89308d95-c67e-4539-ac28-7dd81753af3d,10.16,20.63,1.27,0.43
instance-c97f0bf2-ecb3-4489-9f9d-9c6df76b7f7d,2.59,20.48,1.15,0.07
instance-b3a5ce2f-727f-4855-8179-f40624dcb596,4.15,20.47,0.55,0.18
instance-d943680a-93fe-4b20-ad16-033121121e65,10.4,20.47,4.24,0.3
instance-95554881-8f18-4a5d-bf66-afc67b84ac93,4.99,20.43,0.6,0.21
instance-0529431d-895b-44ea-a115-16deb19d5a6f,15.26,20.42,8.06,0.35
instance-0baef47b-310d-4ab9-a5c2-3b8b46c58ccb,2.33,20.42,0.71,0.08
instance-43d25a4b-ee88-4177-b57d-bab5e0652e99,31.13,20.35,6.45,1.21
instance-d139cea8-aaeb-41af-a7b4-98870f020ba1,10.44,20.31,2.89,0.37
instance-e30c853f-0f5c-4e36-8093-7c476976514f,8.79,20.31,1.12,0.38
instance-1ee2f100-5a91-42ec-95df-dfd4c7d806f2,17.62,20.23,2.26,0.76
instance-49c294dd-89a9-4a83-834e-75e768082c22,7.96,20.23,3.83,0.2
instance-16bf71d7-5134-4d2b-a3d3-82ffbef3a4e8,9.95,20.12,6.49,0.17
instance-18d70d31-e5a6-4749-ad60-9d291c22a181,18.46,20.03,7.97,0.52
instance-a30e17f5-6db2-497b-bcd5-971fb9e02324,2.65,19.93,0.34,0.12
instance-a3714744-161b-45b2-ac65-bc5e9de96db1,15.79,19.91,1.1,0.74
instance-6105b7dc-e7b3-4eb7-86ba-f7835091e565,22.56,19.87,17.79,0.24
instance-67571e28-70ab-4a88-a1aa-521c5e216deb,7.71,19.85,2.92,0.24
instance-5378df8e-4987-44a5-abec-f0cce81e3c93,10.21,19.77,1.22,0.45
instance-396fa3b9-c6cb-4581-b8dc-6a0489d9942a,11.22,19.76,4.04,0.36
instance-2725ec80-4bc9-400d-b723-096a95a7c486,2.83,19.72,0.38,0.12
instance-2f78ce3f-4698-435d-a5b1-e43d71a9292f,8.49,19.61,4.06,0.23
instance-38762b3d-ed9f-4029-b9ee-878dd9ba8895,12.51,19.59,2.9,0.49
instance-f001f075-daec-4e4c-9444-25460588d933,2.98,19.59,1.19,0.09
instance-12b1ccec-a3e4-4364-8596-93c6f431a6d7,10.96,19.46,4.31,0.34
instance-f9fd74ce-ac5c-4432-b114-6104015e5822,5.17,19.44,0.64,0.23
instance-972ba925-d849-458c-a0e6-3584fd9ab2be,15.11,19.43,7.72,0.38
instance-b290ef9e-debe-43ae-b38d-096d58234a69,11.08,19.43,4.52,0.34
instance-ec0b43f5-ea98-4b0f-b102-9e0b9abf6b7f,10.19,19.29,2.0,0.42
instance-088e92ba-55c4-4d8c-a4d2-7be322cc9301,9.96,19.25,6.45,0.18
instance-72fb0c39-7016-4538-b562-076c25086d6f,10.43,19.24,4.35,0.32
instance-dc389470-d97e-4539-87d0-4a7fd622bd48,2.03,19.21,1.26,0.04
instance-75858a45-dade-451d-b75c-36ead8ef5e0c,15.29,19.19,4.45,0.56
instance-4acacf49-a5a5-4540-9200-b4ecee243823,5.51,19.11,3.89,0.08
instance-a329bf6b-bcbe-4d46-b113-f6817c876e00,23.71,19.1,16.08,0.4
instance-37b1b585-e55b-49d6-ab23-2540e508a078,10.05,19.07,4.16,0.31
instance-70189dc2-3d10-4000-8d3a-aec7add2bb54,5.44,19.03,0.6,0.25
instance-15a23587-d61d-4061-b4aa-9e4989cbae4f,7.23,19.02,3.28,0.21
instance-559c33da-9439-49c5-ba4c-98a1ac053e6d,6.21,19.02,1.83,0.23
instance-b45124fc-9063-4d8d-8eb8-0210215f5ea4,14.36,18.96,6.86,0.4
instance-8126675a-8fb4-4273-9063-9a1d79e831f3,11.09,18.95,7.0,0.22
instance-9ec06080-d6b7-4c83-8255-196d5057429b,5.02,18.93,2.43,0.14
instance-9b22a01e-d406-49a6-96f4-6d0d880102a4,7.01,18.9,2.68,0.23
instance-2e2ca39b-ab5c-44ec-9a92-fbb370330222,6.41,18.88,2.44,0.21
instance-9e451c0b-c60e-4f40-8511-652fc9ba84f4,11.07,18.83,4.04,0.37
instance-e15efd21-5fa8-4a53-ac23-bd5f609b1c34,20.91,18.82,16.28,0.25
instance-a6863b10-af31-4d00-bbf5-51debbdb7239,11.44,18.81,8.06,0.18
instance-b855d321-da5a-44ab-994f-ace6a3cc2939,21.33,18.79,12.01,0.5
instance-f2640f49-62c9-4e46-b67d-e0c30fad75b9,35.56,18.71,7.36,1.51
instance-bfe21142-61cf-4aec-8328-bf77bd86f1d0,10.92,18.64,4.83,0.33
instance-5cfaaaa5-26d0-44ec-afd8-391e801f8296,1.75,18.59,0.68,0.06
instance-3c162192-562e-49ed-be89-26c4a32fac96,12.56,18.56,8.67,0.21
instance-6be92ea5-a2cd-4864-83a2-9feed7c1eabb,3.05,18.56,1.95,0.06
instance-323b0cf7-d9a1-4c8f-ab26-01dca2e4c9b6,6.66,18.51,3.47,0.17
instance-94775c92-96a8-4522-acd9-badd20ca6e9b,5.74,18.49,3.88,0.1
instance-a9555e4d-9d97-437d-ad68-f0dd3bece0c3,9.34,18.45,5.38,0.21
instance-369730ab-f52d-4341-a351-c38441399c24,10.44,18.44,5.0,0.29
instance-f1b9c8d5-af41-42a7-8f16-6dcb9b7da781,2.64,18.43,1.13,0.08
instance-ba022d2a-1578-432a-8e3f-1c3ef07de283,4.5,18.4,2.02,0.13
instance-f305c0a3-fc8e-40d6-b730-741d9f237695,16.25,18.4,4.39,0.64
instance-0f4b0a35-ce81-43dc-bd53-d9e5d2bb6b0e,9.56,18.33,5.37,0.23
instance-dc764877-dc8c-4bf9-bd72-f9e76b677fae,9.0,18.31,4.83,0.23
instance-24e969a1-5a92-4edc-ba31-e29240689822,4.11,18.29,1.52,0.14
instance-cd7a55ca-27c8-40cc-a56d-2e8858f77596,10.65,18.22,7.74,0.16
instance-0ae2b415-a350-4764-8b15-ec94b39cd4ad,2.87,18.2,1.16,0.09
instance-ea29b675-b25f-40da-b25e-b368bc3ae4ec,5.66,18.18,3.39,0.13
instance-3a51010d-fbfc-4419-88e4-522cd096c846,23.47,18.17,15.41,0.44
instance-99565e72-f0bd-4695-bd2a-6b600db3cdfc,17.91,18.16,15.59,0.13
instance-74ee2692-693c-451e-88ff-ec5ebc15fc2d,12.35,18.14,1.34,0.61
instance-4a40fa67-0542-42cb-b15b-60e2cc4015aa,3.59,18.07,1.75,0.1
instance-6179368b-7b33-4522-8927-570dab5e99be,15.52,18.05,8.86,0.37
instance-c016ac94-eda3-4f5c-819b-01fe6073e68d,16.95,18.0,10.15,0.38
instance-93a6b4a3-c125-493f-88fc-5c0e184a82c5,8.51,17.99,7.33,0.07
instance-6a2d1a35-e242-42d2-9739-983803313d43,5.3,17.97,1.41,0.22
instance-44dd80e9-340f-4bfa-bb12-69849348161b,9.26,17.93,1.41,0.44
instance-215bcbb4-6a25-4833-95cd-13743e81817d,14.53,17.89,9.02,0.31
instance-7bc09aa9-3321-4ea9-a4cf-6f825bac7116,13.11,17.87,7.36,0.32
instance-3b69cf97-0fef-41c6-a90c-4ebc514059b7,23.74,17.82,9.93,0.77
instance-66263c19-2cb9-46d6-8d57-44975390bcad,2.72,17.81,1.96,0.04
instance-754e68f1-a4be-4686-b121-c6190a4d1380,8.42,17.77,2.52,0.33
instance-f1d3d421-374b-4a01-a76d-dbc1a5edb020,9.15,17.77,5.31,0.22
instance-d302d7f3-253e-4603-8bc6-3f2a56f3c958,11.02,17.76,2.7,0.47
instance-2f2544da-6235-4353-a46f-ea0064cf0d87,5.98,17.7,2.57,0.19
instance-417bb45d-04b5-419d-8942-07b5489f66c7,14.96,17.69,8.93,0.34
instance-96116442-4212-4ffd-aac9-80114a79b49a,5.32,17.65,3.47,0.1
instance-4d7b8f04-57be-4957-ac44-c8b863c3838c,8.5,17.64,5.75,0.16
instance-122de064-3f5d-4009-8f48-9f9f29b05ad5,18.65,17.59,13.3,0.3
instance-bbc28505-a646-408b-9f35-ac2c23cff6ff,13.68,17.55,9.38,0.25
instance-3c037ebd-a807-439a-bf68-f0ce21511493,13.35,17.54,3.43,0.57
instance-5af59df9-6e7a-4576-babe-cc47a98e60b7,14.38,17.48,6.11,0.47
instance-59919366-ee57-45b1-8fe4-7865f9705995,19.06,17.35,6.43,0.73
instance-0a690952-969a-4464-b001-38963b004599,16.9,17.33,10.98,0.34
instance-20c3610b-4f05-45e8-98a8-d6be7b1aa92e,15.9,17.31,8.86,0.41
instance-63e23ee1-4912-484f-ac31-67b366b7df23,3.75,17.27,2.03,0.1
instance-94f77e28-54b1-4b12-a7e8-6f5775db0783,43.1,17.26,5.7,2.17
instance-4b915e3b-9b20-4dc9-a4d3-04d12416631e,36.01,17.23,14.28,1.26
instance-c32533ec-a56b-4d6b-9bcb-45ea9cdfd3c8,0.84,17.22,0.49,0.02
instance-50547092-7b76-4d38-84ae-024739f3312f,27.46,17.17,3.94,1.37
instance-eac5b123-cb67-4dd9-bfb5-f017b3e4c407,32.26,17.03,8.95,1.37
instance-4be09181-9bad-4862-a700-fb75a9c02e44,0.9,17.01,0.68,0.01
instance-3e0130d9-561f-40e9-9368-0d8f216eb80f,6.26,16.97,4.13,0.13
instance-65fa542d-25b8-4e2d-a470-9061ab2fc3ab,10.66,16.97,3.9,0.4
instance-c154d50a-3fd4-4f7c-acbf-93f579e6de91,9.77,16.94,5.49,0.25
instance-6a433055-5ad4-4e18-bb35-a3f3d6a1ca0a,16.31,16.93,10.51,0.34
instance-ae871d11-b603-4bc3-ae44-5eb364ab80e6,2.87,16.93,1.94,0.05
instance-639ff99b-2180-4247-ae5a-5535533ce224,9.11,16.87,1.2,0.47
instance-7cfa6453-9cf5-4b49-8583-b6817fc634b8,1.55,16.87,0.59,0.06
instance-407c289c-8798-4071-bbf2-b9ae15d8e7a2,14.42,16.79,8.54,0.35
instance-1cd57a16-5992-4144-8741-a31c4c62b574,13.93,16.78,3.97,0.59
instance-6d74ad01-09bf-4293-b38f-8b77780369e0,7.48,16.76,4.21,0.2
instance-0c531e07-9f16-4cb6-ac9d-dc732dacf22e,10.13,16.74,7.83,0.14
instance-b583b5cc-ce95-41a4-8aa7-78cb58d4d732,5.27,16.71,3.71,0.09
instance-7ed728a5-9c64-4d29-a795-2c94fa8a3d7e,17.11,16.65,15.01,0.13
instance-322e1b0a-522d-42d3-b92a-680551988283,8.73,16.6,6.74,0.12
instance-5d970986-eeea-4eb5-abb2-34e98814f189,29.95,16.6,4.78,1.52
instance-f05660dc-6ea9-4863-a111-a87d0024eb28,10.14,16.57,3.27,0.41
instance-2358e297-9ac8-4db5-bf44-2d5d4b10512f,5.14,16.54,1.23,0.24
instance-35f0c708-5a3f-4c47-a1c0-771eb9e5e2d3,14.65,16.54,6.62,0.49
instance-1071c9b2-14e8-4753-9637-533bca460dd3,10.12,16.53,4.2,0.36
instance-f20757fd-85cd-4a19-a3f8-85e178db6a51,8.34,16.53,0.51,0.47
instance-f08c7657-7ffc-47dd-8e49-69533d5fde63,15.91,16.5,14.93,0.06
instance-746519f6-1474-4349-83fd-c654bc09ea06,8.44,16.43,0.51,0.48
instance-c12c1626-deb3-4c4d-8215-574c877c8952,61.89,16.4,24.26,2.3
instance-289e97fa-2048-4ad7-8a16-c4e335e417b7,1.31,16.39,0.93,0.02
instance-44ca4fdc-d40b-4530-a5c3-e8d3119f1842,6.57,16.38,5.31,0.08
instance-e4e9fa74-72cb-4c3d-91e8-99ffe6c18f2e,10.06,16.38,1.24,0.54
instance-1b27ed1b-a9b9-486d-9637-69712690df29,15.03,16.36,6.7,0.51
instance-7b3f3b6e-54a1-4e2e-8438-12f73f18841c,62.87,16.33,24.17,2.37
instance-5a4c19b8-15f8-4ce7-9526-2a75ff0a41f5,11.14,16.3,4.32,0.42
instance-9044a775-5af0-4ec8-aa39-02ce53b6a2b5,6.5,16.29,0.53,0.37
instance-83eb9e17-5b2f-4684-a53b-faaf7e6bef88,10.38,16.12,4.3,0.38
instance-d055a99e-6982-4b0e-91cc-ae9e21177029,14.62,16.11,5.66,0.56
instance-272404aa-49cf-471d-b485-832fb8b26fbe,9.24,16.08,1.19,0.5
instance-f47ed590-f6b6-44e2-b4dc-625327f38b12,68.52,15.97,14.08,3.41
instance-ebf80fbe-986f-47c4-b424-a445243d913b,8.73,15.96,1.14,0.48
instance-2d090399-4721-4fb9-a2a0-7dedd2576a1c,11.75,15.91,8.97,0.17
instance-9beb9ecf-c868-4831-b537-9d301f9a882c,9.66,15.91,5.36,0.27
instance-9488c7d4-a421-4374-8ce0-c82328d32b20,12.15,15.89,3.12,0.57
instance-abb6f1d3-81d1-443b-832e-3ee9c3463b8d,19.56,15.88,8.81,0.68
instance-8e98d5c9-b445-4ac0-805f-726e2dcc076d,43.36,15.82,10.59,2.07
instance-92795673-04d0-4537-813b-8a19a83b6082,9.03,15.79,1.18,0.5
instance-fa7511a4-4201-4aad-9014-7b70c8f75fb2,2.66,15.76,1.34,0.08
instance-abcaed73-40ba-436c-87f4-bafd190bc226,9.54,15.73,3.67,0.37
instance-cade3673-228c-4e95-93f5-ce9d90d8aebf,30.51,15.67,6.73,1.52
instance-53e54ed0-4258-485d-a54f-6dc81cde306f,4.5,15.66,2.17,0.15
instance-2a8525a1-c09f-4b65-b407-dd1751194bac,11.25,15.64,1.65,0.61
instance-12622d06-8fe3-4391-9f45-e555c1f0b486,9.72,15.63,2.7,0.45
instance-940ef4e8-7d14-4950-bde8-b06add69fc88,2.37,15.53,1.12,0.08
instance-edd8661b-a5a3-4de7-946f-ed396111a7d5,2.29,15.53,0.73,0.1
instance-767b1a2b-cd7e-4205-acac-38d95e118460,5.02,15.52,3.4,0.1
instance-fe905252-4945-4cdf-b45d-68703bc03e75,9.01,15.51,4.88,0.27
instance-559f5c2d-dd71-4ec2-835a-b5ab20b36850,10.04,15.37,4.43,0.36
instance-b82779e6-2b4c-478e-a632-832f4bb3d74f,8.9,15.37,1.01,0.51
instance-5b07267c-0e39-4bb5-a1bd-c0a3e1f1a36b,3.85,15.36,2.21,0.11
instance-d8f7b8dc-721f-4ffb-b88b-533b4b21acfb,10.18,15.31,6.89,0.21
instance-f3ef0e3f-9ae6-4b44-bfad-079037d01ea3,6.46,15.31,4.43,0.13
instance-66e23f61-fe12-4030-a999-bc6fce873c71,8.29,15.3,2.99,0.35
instance-e5ee0594-519a-458e-91bf-7a79d9005a31,18.19,15.27,4.56,0.89
instance-d6b48bd5-b398-4c7d-ae9e-db7ec9ec17c1,2.99,15.25,2.36,0.04
instance-220686b7-e9a8-4afe-a0bf-d1df8a88e899,3.13,15.23,1.97,0.08
instance-0ef3ff31-9f46-44f7-b855-48cfd50f9ad4,17.46,15.16,7.32,0.67
instance-499be542-0a4e-4213-acae-2985d9daa5f2,3.67,15.15,1.57,0.14
instance-5647fd22-996d-443f-8637-f8a732e3613f,10.08,15.1,4.14,0.39
instance-8e5d49c0-c967-4c1b-afe3-4557141e9ecc,10.71,15.08,8.02,0.18
