instance,cpu_mean,cpu_median,cpu_p5,cpu_p95,cpu_min,cpu_max,cpu_n,mem_mean,mem_median,mem_p5,mem_p95,mem_min,mem_max,mem_n
instance-3fa899d7-243e-4590-8b88-209220365db8,9.2917,9.2917,9.2917,9.2917,9.2917,9.2917,2,97.2041,97.2041,97.2041,97.2041,97.2041,97.2041,2
instance-3fa954a7-1466-4457-9bce-6ac1009f2677,2.5839,2.5839,2.5839,2.5839,2.5839,2.5839,2,16.9889,16.9889,16.9889,16.9889,16.9889,16.9889,2
instance-3fa9611e-b22d-4284-adb5-d4f100058f11,7.374,7.3868,6.7145,7.8422,6.6051,7.8693,55,99.5923,99.5984,99.5523,99.6022,99.5352,99.606,55
instance-3fa9acd5-7693-4040-9ffb-65ba147e600e,5.3229,5.3229,5.186,5.4597,5.186,5.4597,4,46.2403,46.2403,43.9339,48.5467,43.9339,48.5467,4
instance-3fa9c298-a964-4258-8adb-a2323f985ff8,2.5026,2.5026,2.5026,2.5026,2.5026,2.5026,2,20.2322,20.2322,20.2322,20.2322,20.2322,20.2322,2
instance-3fa9e82c-8aae-4e53-9862-9ffec5a60634,8.0572,8.0572,8.0572,8.0572,8.0572,8.0572,2,63.0595,63.0595,63.0595,63.0595,63.0595,63.0595,2
instance-3faac4d7-e65c-4594-8796-748ca5dcfda1,7.2341,7.2341,7.2341,7.2341,7.2341,7.2341,2,62.9666,62.9666,62.9666,62.9666,62.9666,62.9666,2
instance-3fab05fa-824e-4dde-8deb-4b4c73cf4db1,4.6217,2.4237,2.3279,9.1135,2.3279,9.1135,6,71.2038,71.5518,68.4918,73.5677,68.4918,73.5677,6
instance-3fabae57-9b5a-44aa-9214-157d481b26cb,0.6122,0.6122,0.6122,0.6122,0.6122,0.6122,2,3.8024,3.8024,3.8024,3.8024,3.8024,3.8024,2
instance-3fabbe3b-468b-4782-8854-9019faa80eb9,19.1792,19.1792,17.7068,20.6515,17.7068,20.6515,4,17.0017,17.0017,16.0369,17.9665,16.0369,17.9665,4
instance-3fabf37f-f490-4e8a-becb-10b7f8ad1f32,3.749,3.749,1.8235,5.6746,1.8235,5.6746,4,70.529,70.529,69.6956,71.3625,69.6956,71.3625,4
instance-3fac00ec-e1c6-4d3d-8319-531e5bec5c0c,3.4418,1.7214,1.7205,10.4269,1.7205,10.4269,7,73.3784,71.6688,69.5114,83.1728,69.5114,83.1728,7
instance-3fac6205-16c3-4e82-8101-4c3273b62dca,4.2724,4.3407,3.9854,4.4229,3.9854,4.4229,4,99.8534,99.8534,99.8534,99.8534,99.8534,99.8534,4
instance-3face76b-25f6-433a-814f-7c6fa6211ff6,1.3364,1.3077,1.0672,1.7355,0.8142,2.2829,131,97.0253,96.6225,95.9191,99.4146,95.7073,99.432,131
instance-3fad1eec-341d-484b-af98-9982c840bad0,2.3226,2.3226,2.3226,2.3226,2.3226,2.3226,2,18.2964,18.2964,18.2964,18.2964,18.2964,18.2964,2
instance-3fad9859-67d6-49bb-93a3-fb7e0c146322,16.1436,16.1895,8.7896,18.4226,8.7896,18.4226,39,98.3609,98.4273,98.0192,98.4978,98.0192,98.4978,39
instance-3fad9d5c-2eec-483e-add0-4267df590177,6.5741,6.5741,6.5741,6.5741,6.5741,6.5741,2,43.612,43.612,43.612,43.612,43.612,43.612,2
instance-3fae43f3-30c6-4767-89d1-110dab726c3a,1.2665,1.2665,1.2386,1.2944,1.2386,1.2944,4,37.2767,37.2767,36.4633,38.0901,36.4633,38.0901,4
instance-3faeb165-e76c-4dff-9486-c29077524633,2.261,2.2541,2.208,2.3238,2.161,2.374,60,82.0163,82.0184,82.0066,82.019,81.9954,82.0191,60
instance-3faf82b3-7dc9-47da-aee1-217e074074a1,3.7461,2.911,2.2588,9.8437,2.2477,15.2476,62,99.9942,100.0,99.9722,100.0,99.9444,100.0,62
instance-3faf9aea-03cf-4506-93d2-4271d2feb004,5.0863,5.0863,5.0863,5.0863,5.0863,5.0863,2,45.2128,45.2128,45.2128,45.2128,45.2128,45.2128,2
instance-3fb1cdb7-6fe6-4b6d-9049-0b84bdb82bbd,1.1398,1.1398,1.1398,1.1398,1.1398,1.1398,2,25.6996,25.6996,25.6996,25.6996,25.6996,25.6996,2
instance-3fb1e33b-6543-4c12-ae23-7f503be4b4df,4.4969,4.4589,4.2491,4.8539,4.2322,4.9099,60,78.2915,78.4577,77.8293,78.6965,77.8077,78.6965,60
instance-3fb209eb-bf44-4b8d-bd9e-6bb06b39e3c6,5.5574,1.6951,1.669,17.1704,1.669,17.1704,8,76.5879,76.5231,76.2885,77.0171,76.2885,77.0171,8
instance-3fb24a02-1ce2-4483-affd-7d274cac8f38,16.4319,16.0381,15.9478,18.116,14.5408,18.4679,41,98.4497,98.5671,98.1669,98.5914,98.1618,98.6322,41
instance-3fb2de04-c15a-4c4d-9419-f6f37bb95d06,0.7648,0.7648,0.7648,0.7648,0.7648,0.7648,2,2.8104,2.8104,2.8104,2.8104,2.8104,2.8104,2
instance-3fb3e7b6-5a5c-43ee-86e8-7737ba44d7a2,29.6172,29.6172,29.6172,29.6172,29.6172,29.6172,2,95.9147,95.9147,95.9147,95.9147,95.9147,95.9147,2
instance-3fb425d4-d606-4037-8c92-145425957f5d,5.5086,5.4371,5.1604,5.8462,5.0815,6.4736,63,78.2306,78.4725,54.3968,95.2924,51.0266,99.9348,63
instance-3fb455c4-cce6-4e01-9e29-e4985fd60d56,2.5468,2.24,1.854,4.4909,1.8471,10.128,61,99.9536,99.9573,99.9295,99.9573,99.9295,99.9573,61
instance-3fb45fae-50c4-4a8b-be46-3c314d6f14e9,8.9663,8.7543,8.108,10.6448,7.9156,10.7797,62,99.9264,99.956,99.7724,99.9623,99.5347,99.9623,62
instance-3fb541dd-4484-4a8b-9204-d8ff4b3a1cd1,4.7563,4.0475,1.3677,8.9025,1.3677,8.9025,23,96.0865,99.6261,66.4035,99.645,66.4035,99.645,23
instance-3fb57e59-2943-4c59-b2be-bfd83157c8ed,77.1622,77.1622,77.1622,77.1622,77.1622,77.1622,2,81.8608,81.8608,81.8608,81.8608,81.8608,81.8608,2
instance-3fb62566-7d7c-443e-a09a-fa1d9a282f45,6.0241,6.0241,6.0241,6.0241,6.0241,6.0241,2,93.4318,93.4318,93.4318,93.4318,93.4318,93.4318,2
instance-3fb6bdd9-f1b7-4c0b-be36-3d42166177b5,3.4075,3.4894,2.8321,3.7568,2.7693,3.7813,64,97.2209,97.2251,97.1982,97.2253,97.1442,97.2254,64
instance-3fb6c47c-7dc5-4169-a3b1-28240b02e371,17.1086,17.1086,17.1086,17.1086,17.1086,17.1086,1,99.97,99.97,99.97,99.97,99.97,99.97,1
instance-3fb81c3e-1155-42d9-a0d5-a1e75430f969,5.2265,5.2265,5.2265,5.2265,5.2265,5.2265,2,23.1097,23.1097,23.1097,23.1097,23.1097,23.1097,2
instance-3fb85d17-390e-42a5-be5b-82e92b764598,7.4094,7.4094,7.4094,7.4094,7.4094,7.4094,2,99.9996,99.9996,99.9996,99.9996,99.9996,99.9996,2
instance-3fb92a10-b83c-4c01-a3f8-a1b3d07cc02f,10.0658,9.1661,8.2187,13.0898,3.4715,13.2308,62,96.932,97.0651,96.4819,97.1414,96.4609,97.1576,62
instance-3fb9538a-e23f-49a2-b9fe-9175c9c862ba,11.7396,13.9791,2.341,16.6589,2.341,16.6589,8,99.6999,99.6943,99.6728,99.7382,99.6728,99.7382,8
instance-3fba0870-9de5-435c-ba8a-f010bca6774c,4.9645,5.5519,0.6684,6.3017,0.6579,6.5361,60,99.6663,99.8218,99.7745,99.8288,91.3918,99.8288,60
instance-3fba83dc-2fe9-443f-ac34-b18a4c5ae80d,11.2111,11.2111,11.1857,11.2365,11.1857,11.2365,4,92.085,92.085,84.4219,99.7482,84.4219,99.7482,4
instance-3fbb6dd1-8424-43eb-8fc7-beb5eda0e18e,3.5307,3.5307,3.5307,3.5307,3.5307,3.5307,2,19.7434,19.7434,19.7434,19.7434,19.7434,19.7434,2
instance-3fbc1dee-37d3-4979-a5ec-54fed517ed14,63.5816,63.5816,63.5816,63.5816,63.5816,63.5816,1,18.4443,18.4443,18.4443,18.4443,18.4443,18.4443,1
instance-3fbd8def-7b59-4fe1-97f8-2d60b0bf6b1b,3.3587,3.3587,3.3587,3.3587,3.3587,3.3587,2,23.7469,23.7469,23.7469,23.7469,23.7469,23.7469,2
instance-3fbec9f1-5739-4ddd-9630-bf06174776ea,0.6055,0.6055,0.6055,0.6055,0.6055,0.6055,2,31.9267,31.9267,31.9267,31.9267,31.9267,31.9267,2
instance-3fbf68ad-f203-4d81-b5ba-e86048b1d407,37.0008,36.9993,36.08,38.6356,36.08,38.6356,17,100.0,100.0,100.0,100.0,100.0,100.0,17
instance-3fbf74ef-4a3d-45df-be62-c563f5014000,13.1626,13.0751,12.5602,13.9473,12.2831,14.8159,105,99.8149,99.8691,99.7294,99.8691,99.6729,99.8691,105
instance-3fc0be24-b800-4f6a-aa07-7ed83ce0d2b2,2.2317,2.2275,1.8595,2.6398,1.7486,2.6827,62,99.992,100.0,99.9583,100.0,99.9444,100.0,62
instance-3fc1e07d-b7fe-4198-9395-829beca9cc95,2.3192,2.3192,2.3192,2.3192,2.3192,2.3192,2,18.3158,18.3158,18.3158,18.3158,18.3158,18.3158,2
instance-3fc482b0-f38e-45b9-8376-0a2793e3903c,3.2228,2.8767,2.7091,4.0375,2.6901,9.0501,51,95.7932,97.3657,86.1282,98.1669,85.4486,98.1669,51
instance-3fc581c2-2315-4a30-8bb8-d6a88e9105c2,17.5005,19.1073,13.4495,19.2326,13.4495,19.2326,7,99.8037,99.8037,99.8037,99.8037,99.8037,99.8037,7
instance-3fc5b989-040a-41b4-a3c5-b55ea5192424,9.0882,9.0882,9.0882,9.0882,9.0882,9.0882,2,27.6002,27.6002,27.6002,27.6002,27.6002,27.6002,2
instance-3fc71da2-afe7-46b1-8373-e53c807c85ff,18.1,18.6062,15.7048,18.8285,15.7048,18.8285,11,94.4773,94.3653,93.6275,95.3891,93.6275,95.3891,11
instance-3fc778d2-798a-4566-8f76-dd5bd04c8c1d,2.418,2.418,2.418,2.418,2.418,2.418,2,15.9613,15.9613,15.9613,15.9613,15.9613,15.9613,2
instance-3fc7dedb-4266-4285-a6a4-1fa795d979c0,2.8137,2.8137,2.8137,2.8137,2.8137,2.8137,2,30.2932,30.2932,30.2932,30.2932,30.2932,30.2932,2
instance-3fc86310-9b77-4d73-aa51-73a72d6138c3,8.6289,8.4302,8.142,9.2446,8.1034,9.2879,60,99.9744,99.9762,99.9755,99.9766,99.9231,99.9767,60
instance-3fc8c3b6-ab27-4704-b6e5-1127828d5c62,2.4269,1.63,1.5887,4.8591,1.5887,4.8591,8,74.1885,74.6358,71.6582,75.8242,71.6582,75.8242,8
instance-3fca4456-5809-41dc-9789-e67b275fcd3e,4.5678,4.5678,4.5678,4.5678,4.5678,4.5678,2,32.202,32.202,32.202,32.202,32.202,32.202,2
instance-3fca7489-a4c1-45e7-bbe7-0c1b7746f407,2.5707,2.5707,1.609,3.5323,1.609,3.5323,4,85.24,85.24,84.747,85.733,84.747,85.733,4
instance-3fcb448f-d09a-4ceb-91d4-753e4974a83a,16.3959,16.4192,15.9177,17.4037,15.9177,17.4037,25,99.4584,99.7069,96.5845,99.7536,96.5845,99.7536,25
instance-3fcc8683-600a-4ab3-ac81-cc3f3ca138af,14.8716,16.0205,6.2371,18.0095,1.77,18.0237,49,93.8319,98.1141,70.6618,98.3662,68.6248,98.3671,49
instance-3fcc973e-89eb-4130-8541-8f0bb97e3327,3.3586,3.4405,1.8466,3.6861,1.7538,3.7237,66,65.868,67.8385,56.5632,74.7067,55.9816,74.7067,66
instance-3fcc9ead-e48e-4d46-bcf2-d6cbaf93f495,1.9999,0.3885,0.3733,15.2716,0.3717,17.1255,60,91.9477,92.0527,88.9763,99.1343,88.9505,99.1421,60
instance-3fcc9ece-b313-4ce7-a313-f87deaf83606,21.9313,14.8454,13.6537,38.3603,7.7536,43.3556,66,97.9383,97.9842,97.8968,98.4763,92.346,99.7349,66
instance-3fcd2bed-7c38-4c38-b2ea-e636adc5e76b,13.1985,13.8613,10.4331,14.3186,10.4331,14.3186,9,99.7975,99.8037,99.7759,99.8037,99.7759,99.8037,9
instance-3fce7003-2d03-4fd9-a66b-736e3cf590cb,4.3577,3.8543,3.1738,9.1178,2.0586,10.0482,62,99.9782,99.9786,99.9786,99.9786,99.9647,99.9786,62
instance-3fce7d8d-5744-4740-9a03-96e1e29aca49,4.8039,4.8039,4.8039,4.8039,4.8039,4.8039,2,77.5838,77.5838,77.5838,77.5838,77.5838,77.5838,2
instance-3fce9646-68ec-44d4-8cda-9b2f5cfcaa4a,2.1173,2.1173,1.8658,2.3688,1.8658,2.3688,4,20.0695,20.0695,18.0577,22.0813,18.0577,22.0813,4
instance-3fcfa655-5dde-43e0-99fe-e1d6e98e4674,1.3954,1.3954,1.3954,1.3954,1.3954,1.3954,1,7.5112,7.5112,7.5112,7.5112,7.5112,7.5112,1
instance-3fcfcf4e-5f2a-4b3b-90a2-e130aa2868a9,46.6606,46.6606,46.6606,46.6606,46.6606,46.6606,2,84.8987,84.8987,84.8987,84.8987,84.8987,84.8987,2
instance-3fcfd82f-5734-419c-875d-b0ca1e620c5d,2.3821,2.2557,2.1241,3.0182,2.1236,3.0184,62,99.7501,99.7549,99.7017,99.7549,99.6995,99.7549,62
instance-3fcffbbd-ada4-4c96-b135-34801be74ff0,7.5123,8.7948,1.255,9.6147,1.2441,9.6664,55,96.3755,97.326,94.9778,97.5613,75.2006,97.5887,55
instance-3fd02bbf-a2c5-47dd-a749-2db6ea6d21a9,1.2845,1.258,1.2182,1.4618,1.2086,1.538,60,97.4548,97.5524,96.9343,97.6247,96.9341,97.6263,60
instance-3fd075f7-d23f-46d9-981f-a6a73203ddee,9.0276,9.0276,4.5043,13.551,4.5043,13.551,4,98.7076,98.7076,97.6764,99.7387,97.6764,99.7387,4
instance-3fd0e0f6-57c4-445c-a9f3-9baafd9d61d5,3.106,3.106,3.106,3.106,3.106,3.106,2,15.2626,15.2626,15.2626,15.2626,15.2626,15.2626,2
instance-3fd17cdc-8b14-45db-b4fb-4e68ff0dba56,1.6193,1.6193,1.6193,1.6193,1.6193,1.6193,1,85.6675,85.6675,85.6675,85.6675,85.6675,85.6675,1
instance-3fd17d99-3431-4de6-80eb-a4306c8334d6,4.3613,4.0747,3.7604,5.0454,3.7507,10.4988,60,99.63,99.6437,99.5906,99.6437,99.5607,99.6437,60
instance-3fd204a0-c795-402e-8c13-0f31ea34f483,5.5625,8.7359,0.2584,10.9173,0.2584,10.9173,17,56.774,59.262,18.3821,99.9145,18.3821,99.9145,17
instance-3fd21c20-c7d4-4a54-9edf-9e71652685df,9.1929,9.1929,9.1929,9.1929,9.1929,9.1929,2,66.279,66.279,66.279,66.279,66.279,66.279,2
instance-3fd24f3a-d4b2-47bb-886a-4a0b1a5d5d7f,4.3894,4.3894,4.2943,4.4845,4.2943,4.4845,4,54.4226,54.4226,53.1307,55.7145,53.1307,55.7145,4
instance-3fd29336-72cb-46a0-b648-c2c617820867,16.6508,17.0093,6.6762,20.2288,6.6762,20.2288,31,96.5967,97.5132,86.8994,97.7235,86.8994,97.7648,31
instance-3fd2aa85-f31f-4f98-b466-c2d9011eb603,13.0666,14.0246,9.9378,14.8746,9.9378,14.8746,18,98.821,99.7673,91.2506,99.7872,91.2506,99.7872,18
instance-3fd4193d-9331-4c70-99a7-18c790dae398,3.2079,3.2079,3.2079,3.2079,3.2079,3.2079,2,90.7,90.7,90.7,90.7,90.7,90.7,2
instance-3fd419b3-6bd4-4db7-9f9e-676aa11a010e,13.3656,13.3656,13.3656,13.3656,13.3656,13.3656,2,99.4024,99.4024,99.4024,99.4024,99.4024,99.4024,2
instance-3fd42c17-b4af-4532-ae01-dbe84cf6c513,7.9544,7.8971,6.4497,9.6825,6.1414,9.7935,62,99.0788,99.0801,99.0801,99.0801,99.0526,99.0801,62
instance-3fd4a904-3870-4449-bd00-eab2189e5fc8,5.6835,5.6835,1.8838,9.4833,1.8838,9.4833,4,75.554,75.554,72.9074,78.2006,72.9074,78.2006,4
instance-3fd4c452-d378-43b4-aee7-770f7342e559,4.8328,4.7659,4.2538,6.6041,4.2019,6.6546,60,99.7662,99.7534,99.7238,99.802,99.7211,99.8022,60
instance-3fd53464-6eb2-419f-a045-4e82aa2a22f2,86.9085,87.427,78.2351,96.4092,70.438,99.9514,68,99.976,99.9865,99.9449,99.9867,99.9332,99.9869,68
instance-3fd5718d-c51b-4126-b0b0-c81d213d030c,2.7014,2.6708,2.6472,3.0,2.3531,3.0915,60,85.1491,86.011,80.5097,88.6275,78.3906,88.6914,60
instance-3fd5cad5-4a1c-4b6b-909b-c5d8509c0cd9,0.5275,0.5399,0.4958,0.5606,0.4958,0.5606,7,99.9688,99.9713,99.9649,99.972,99.9649,99.972,7
instance-3fd5d0ad-0ffb-44d5-ad59-1d4a0a085157,5.6313,6.3523,1.1607,7.6949,1.1358,7.9481,60,99.6518,99.6569,99.6292,99.6569,99.6292,99.6569,60
instance-3fd5ef35-4347-49d7-b0bf-3979e721bc86,0.7269,0.7267,0.6043,0.8354,0.554,0.9375,179,99.8442,99.8463,99.769,99.8795,99.7391,99.88,179
instance-3fd67c06-5d2e-4f25-aa55-a308f405d280,8.3555,8.9675,1.3847,9.5529,1.3847,9.5529,29,90.8524,95.1535,54.4098,96.3165,54.4098,96.3165,29
instance-3fd69e7a-ce9b-4f01-8f0d-bd792d7d52c1,13.3365,15.9459,2.447,17.5768,2.447,17.5768,39,94.3642,98.0647,67.5082,98.2606,67.5082,98.9054,39
instance-3fd793ba-0348-4ee2-8e97-3619789bd815,6.0297,6.0297,6.0297,6.0297,6.0297,6.0297,2,31.5062,31.5062,31.5062,31.5062,31.5062,31.5062,2
instance-3fd8304c-1dcb-40c0-9cde-a1ec480eccdf,16.4355,16.4049,15.7004,17.57,15.6005,17.5733,60,98.3945,98.2635,98.2211,98.6053,98.1986,98.6074,60
instance-3fd8508b-ef98-461c-a151-74dbc734c501,2.9941,2.4577,1.6831,4.7663,1.6831,4.7663,12,84.1197,85.3578,66.0049,99.8037,66.0049,99.8037,12
instance-3fd97b00-ed65-4120-ab2b-e15d141eb503,1.2955,1.2955,1.2955,1.2955,1.2955,1.2955,2,11.4494,11.4494,11.4494,11.4494,11.4494,11.4494,2
instance-3fd9e0f7-1aba-424a-8eca-457c8f8c283c,2.9044,3.4331,1.8472,3.4331,1.8472,3.4331,3,73.4125,72.5123,72.5123,75.2129,72.5123,75.2129,3
instance-3fda24c2-4b76-4939-a2b5-f8d082b35514,7.8267,8.1565,4.9586,8.453,4.9586,8.453,37,99.6238,99.6158,99.5859,99.6505,99.5859,99.6505,37
instance-3fdae05d-6b98-41b3-844c-bef715a72c4c,8.8225,8.8225,8.8225,8.8225,8.8225,8.8225,2,8.8645,8.8645,8.8645,8.8645,8.8645,8.8645,2
instance-3fdbdf55-dacc-4fbd-b672-5602ec9ac108,32.6294,34.606,21.566,39.1665,21.5589,39.9727,64,98.6181,98.6199,98.6062,98.6199,98.6017,98.6199,64
instance-3fdc89c4-6707-46f1-9d30-72346b77be1f,1.4068,1.4068,1.4068,1.4068,1.4068,1.4068,2,18.516,18.516,18.516,18.516,18.516,18.516,2
instance-3fdc8d61-6f07-4349-a45a-34987fd2e509,12.8205,13.1994,7.0164,13.8671,7.0164,13.8671,27,99.9925,99.9944,99.9674,99.9951,99.9674,99.9951,27
instance-3fdd0f76-21d6-4a95-8430-d79b9e423edf,7.5472,7.87,1.6505,13.1212,1.6505,13.1212,6,14.2519,9.7633,8.9768,24.0157,8.9768,24.0157,6
instance-3fdd9d11-a257-4512-aba7-91b6337b1c78,3.0393,3.0393,2.9867,3.0919,2.9867,3.0919,4,22.1326,22.1326,21.6348,22.6305,21.6348,22.6305,4
instance-3fde3ea1-923d-4e58-bac3-a9b0033c6502,11.1129,11.0976,10.1446,12.3751,10.1158,12.8394,62,92.5454,99.7586,73.2087,99.7863,71.6893,99.7863,62
instance-3fdeb311-317c-4608-b2e3-43430746281f,3.6508,3.6508,1.6884,5.6131,1.6884,5.6131,4,82.7257,82.7257,81.5508,83.9005,81.5508,83.9005,4
instance-3fdee967-c418-4461-93af-02ec91972c50,3.3737,2.9297,2.6514,5.2137,2.4363,13.4164,69,99.992,100.0,99.9722,100.0,99.9597,100.0,69
instance-3fdf43cb-594c-4fd0-85ae-be5140103041,15.4986,15.2888,14.8337,18.0423,11.128,18.2373,51,98.6869,98.3349,98.0786,99.7346,98.0495,99.7351,51
instance-3fe00c8c-a10d-4b19-99c3-10c59262d455,5.2909,5.2909,5.2909,5.2909,5.2909,5.2909,2,38.829,38.829,38.829,38.829,38.829,38.829,2
instance-3fe0aeca-84eb-44e0-9727-5f3906dc6c03,4.8491,4.5523,4.0628,9.2443,3.9296,10.0011,62,99.9973,100.0,99.9722,100.0,99.9722,100.0,62
instance-3fe0c4c4-a60c-42d4-9800-5066095c49d2,12.6922,12.6922,12.6922,12.6922,12.6922,12.6922,2,100.0,100.0,100.0,100.0,100.0,100.0,2
instance-3fe1435b-7073-4632-9469-cf2bf02e341d,16.3313,16.5833,11.7776,18.1909,7.5452,18.6301,64,98.0525,98.1017,96.8515,98.41,96.6675,98.4141,64
instance-3fe25a35-5991-4d62-867b-e8c1e35b8329,2.2989,2.2989,2.2989,2.2989,2.2989,2.2989,2,14.2705,14.2705,14.2705,14.2705,14.2705,14.2705,2
instance-3fe3f821-368a-4b56-a418-1d00a162cb90,0.3819,0.3751,0.3599,0.4253,0.3584,0.4377,52,16.5824,17.3027,14.6635,17.3354,14.0003,17.3362,52
instance-3fe4bd95-3ea7-4706-bd32-0ed2e297b5bc,2.1351,2.1099,2.0351,2.3414,2.0351,2.3414,13,99.8648,99.8691,99.8414,99.8691,99.8414,99.8691,13
instance-3fe4ffa9-df52-48e7-a28b-24221acb16c8,0.599,0.599,0.2807,0.9173,0.2807,0.9173,4,19.1223,19.1223,19.0335,19.2111,19.0335,19.2111,4
instance-3fe539b9-048f-4702-ac54-85b60de6d458,5.5354,5.5354,4.5893,6.4815,4.5893,6.4815,4,56.937,56.937,44.6127,69.2612,44.6127,69.2612,4
instance-3fe5d0a9-8c84-4c62-a170-c3e3555a8ad6,7.8679,7.8679,7.8679,7.8679,7.8679,7.8679,2,64.9206,64.9206,64.9206,64.9206,64.9206,64.9206,2
instance-3fe5dc52-605c-4d10-8c0b-29de0a591d17,5.1171,4.9275,2.2681,8.3451,2.2681,8.3451,8,99.1263,99.7196,97.3392,99.7268,97.3392,99.7268,8
instance-3fe5e925-0c42-430f-82ec-f0cc04b2f328,1.027,1.027,1.027,1.027,1.027,1.027,2,83.9773,83.9773,83.9773,83.9773,83.9773,83.9773,2
instance-3fe5f697-b863-4ca9-8e53-36d850fd3e53,15.4234,17.2932,3.6433,17.8972,3.6433,17.8972,29,96.6693,98.0894,80.5574,99.0494,80.5574,99.0646,29
instance-3fe62814-9f6a-45ab-9fdf-6cf7582e6d67,28.275,28.275,26.9542,29.5959,26.9542,29.5959,4,57.863,57.863,56.3946,59.3314,56.3946,59.3314,4
instance-3fe69ad7-b335-4431-be73-149b2a28aa4d,5.7015,5.7015,5.7015,5.7015,5.7015,5.7015,1,81.6012,81.6012,81.6012,81.6012,81.6012,81.6012,1
instance-3fe76afe-f0a1-41a4-95ac-3656d53f6cdb,14.8652,17.4462,2.6194,17.9164,2.6194,17.9164,17,93.1777,97.5884,75.8495,98.0026,75.8495,98.0026,17
instance-3fe80f35-583c-4ccc-a0fc-9246aaa8619b,15.5112,16.0004,11.4446,16.313,11.4446,16.313,21,98.8956,99.6403,91.6787,99.6839,91.6787,99.6839,21
instance-3fe829b6-43ff-421b-88ea-ae93d856c40b,15.7622,15.7622,15.7622,15.7622,15.7622,15.7622,2,99.9996,99.9996,99.9996,99.9996,99.9996,99.9996,2
instance-3fe88451-3d4e-4f7f-b5fe-6ffbc0cd384c,0.6525,0.6525,0.6525,0.6525,0.6525,0.6525,2,3.7872,3.7872,3.7872,3.7872,3.7872,3.7872,2
instance-3fe92ede-947d-41f1-988a-67b908494844,3.1953,3.0698,2.9225,4.3023,2.9071,4.3737,66,95.556,95.5968,95.4222,95.6025,95.2111,95.6029,66
instance-3fe9ae8c-54b1-49ed-9f68-fb31ed5282a0,15.4947,18.1306,7.8685,18.5389,7.8685,18.5389,17,96.422,99.8037,79.3799,99.8037,79.3799,99.8037,17
instance-3fe9bfdd-120f-4793-80ee-e41059ebe6de,15.5913,15.3328,13.5538,16.9585,12.2064,17.1612,60,99.7815,99.8037,99.6741,99.8462,99.6457,99.8462,60
instance-3fe9c045-c3e7-43bc-abad-e7fae854758a,5.2182,5.2182,5.2182,5.2182,5.2182,5.2182,2,45.4287,45.4287,45.4287,45.4287,45.4287,45.4287,2
instance-3fea394d-df12-4cd4-8de3-15de95acf476,7.6858,7.711,5.9671,8.6774,5.9671,8.6774,35,99.9738,100.0,99.6993,100.0,99.6993,100.0,35
instance-3fea9d9d-44bb-4481-8967-91147223f9ba,5.6088,5.6088,5.6088,5.6088,5.6088,5.6088,2,58.1484,58.1484,58.1484,58.1484,58.1484,58.1484,2
instance-3fedc1a1-2020-4441-8e4b-c10eeaf1c093,1.1019,0.5628,0.5604,2.1826,0.5604,2.1826,6,68.7667,70.3523,65.5957,70.3523,65.5957,70.3523,6
instance-3feea12f-ce1b-41cc-9a96-e9137315fba8,4.0892,1.5813,1.5622,9.1241,1.5622,9.1241,6,84.0984,85.3403,81.6146,85.3403,81.6146,85.3403,6
instance-3feec4eb-e5a3-44f2-b671-db0cc0d0781e,1.4754,2.0185,0.3666,2.395,0.3666,2.395,9,82.3803,82.4648,81.9014,82.4721,81.9014,82.4721,9
instance-3feec796-75bb-44bf-b698-d15c4ea8a0dd,16.0201,15.7632,15.4705,17.3314,15.4705,17.3314,11,99.4183,99.8037,97.6842,99.8037,97.6842,99.8037,11
instance-3fef03e1-e687-4049-858b-ab61c24aa9a5,8.7753,8.8102,8.5199,9.9327,4.0445,9.9327,40,96.3685,96.9632,94.4596,97.7715,94.0229,97.7715,40
instance-3fef23a8-5a32-42dc-879c-7049a057a0ba,4.1514,4.1514,2.6377,5.6651,2.6377,5.6651,4,97.0725,97.0725,94.1451,100.0,94.1451,100.0,4
instance-3fefaa99-7246-40a8-9ff5-ca1d6161a0a2,0.8135,0.8135,0.8135,0.8135,0.8135,0.8135,2,4.5202,4.5202,4.5202,4.5202,4.5202,4.5202,2
instance-3fefd1a6-758d-4784-a7f4-f7857b7ce7ed,17.645,17.6895,10.4863,19.8298,10.4863,19.8298,36,96.7426,98.0059,83.7067,98.7965,83.7067,98.7965,36
instance-3ff019c5-659c-414f-8d0c-aabdabd898fd,10.6114,11.3601,2.7329,17.4696,2.7329,17.4696,14,92.5985,95.2407,79.8987,96.1773,79.8987,96.1773,14
instance-3ff03a0a-fd30-46bf-8573-d41c3290d12e,5.5506,5.5506,3.5573,7.544,3.5573,7.544,4,63.0674,63.0674,55.9751,70.1597,55.9751,70.1597,4
instance-3ff09eee-41b4-4ef4-a137-0b0eba589801,5.1831,5.1228,4.6824,6.1821,4.5607,6.5493,62,99.5558,99.559,99.559,99.559,99.4622,99.559,62
instance-3ff0d061-5801-4cbe-8828-4ac7676566c9,3.2904,3.8688,0.4495,4.06,0.4346,4.06,29,92.936,99.7144,37.2798,99.7207,36.5808,99.7207,29
instance-3ff12dad-db6c-4022-88d2-135c6ec20185,15.0789,15.2081,14.9578,16.0077,8.3209,16.0695,53,99.2089,99.6509,99.6199,99.7009,87.8215,99.7382,53
